user_id,recency,frequency,monetary,avg_order_value,total_impressions,total_clicks,click_through_rate,active_days,distinct_campaigns
AMZN_USR_32870,4752000,1,31.9800,15.9900000000,102,31,0.3039215686274510,133,3
AMZN_USR_48965,1555200,2,101.9800,25.4950000000,262,80,0.3053435114503817,340,5
AMZN_USR_18848,6652800,1,13.0000,13.0000000000,66,13,0.1969696969696970,79,1
AMZN_USR_44089,8467200,1,155.9600,38.9900000000,46,11,0.2391304347826087,57,1
AMZN_USR_18386,1123200,4,335.4400,14.8625595000,121,35,0.2892561983471074,154,2
AMZN_USR_29185,5702400,6,448.8900,25.2433333333,193,63,0.3264248704663212,254,3
AMZN_USR_49825,3715200,5,471.9000,28.0940000000,41,17,0.4146341463414634,58,1
AMZN_USR_21770,3715200,1,199.9600,49.9900000000,153,48,0.3137254901960784,200,4
AMZN_USR_33269,2678400,1,83.9700,27.9900000000,25,7,0.2800000000000000,32,1
AMZN_USR_37569,2073600,1,107.9700,35.9900000000,33,8,0.2424242424242424,41,1
AMZN_USR_30140,4060800,5,230.9600,24.3960000000,106,34,0.3207547169811321,133,2
AMZN_USR_32758,5702400,1,34.5000,11.5000000000,"","","","",""
AMZN_USR_28777,3110400,4,416.9400,34.7450000000,"","","","",""
AMZN_USR_39581,6566400,5,607.9700,21.8945142000,222,72,0.3243243243243243,294,4
AMZN_USR_23807,1382400,11,848.9100,21.6857576364,183,61,0.3333333333333333,242,3
AMZN_USR_37491,5356800,5,381.4500,14.2760952000,114,33,0.2894736842105263,147,2
AMZN_USR_46141,2851200,1,34.5000,11.5000000000,21,7,0.3333333333333333,28,1
AMZN_USR_32639,6566400,2,189.9800,18.9980000000,162,58,0.3580246913580247,218,3
AMZN_USR_32523,1987200,9,981.8100,26.5503703333,167,49,0.2934131736526946,215,3
AMZN_USR_46681,3542400,5,276.9500,10.3248334000,277,79,0.2851985559566787,355,6
AMZN_USR_22528,5529600,4,286.9700,14.2318335000,78,21,0.2692307692307692,99,1
AMZN_USR_28872,1296000,2,128.9400,15.8920000000,183,54,0.2950819672131148,236,4
AMZN_USR_45835,3888000,1,192.0000,32.0000000000,145,40,0.2758620689655172,184,3
AMZN_USR_40997,8121600,2,156.9700,14.2641070000,69,23,0.3333333333333333,92,1
AMZN_USR_18352,4233600,1,90.0000,30.0000000000,"","","","",""
AMZN_USR_20896,1641600,1,79.9600,19.9900000000,133,38,0.2857142857142857,170,3
AMZN_USR_36312,1123200,2,42.9900,14.2450000000,44,12,0.2727272727272727,56,1
AMZN_USR_27239,2937600,8,801.4300,30.1850000000,174,55,0.3160919540229885,228,4
AMZN_USR_28899,1728000,1,46.0000,9.2000000000,160,41,0.2562500000000000,198,3
AMZN_USR_45500,5270400,2,109.9600,13.7450000000,50,12,0.2400000000000000,62,1
AMZN_USR_33799,864000,4,276.4700,11.9362500000,169,48,0.2840236686390533,217,3
AMZN_USR_48163,2851200,5,486.9000,17.2361428000,117,28,0.2393162393162393,144,2
AMZN_USR_46803,5875200,2,174.9700,26.7450000000,145,44,0.3034482758620690,188,2
AMZN_USR_30266,1555200,3,296.4700,31.3300000000,56,14,0.2500000000000000,70,1
AMZN_USR_29498,6825600,1,75.0000,25.0000000000,24,7,0.2916666666666667,31,1
AMZN_USR_39054,4924800,2,86.9400,14.4900000000,65,23,0.3538461538461538,88,1
AMZN_USR_49867,2937600,3,236.9800,14.0208890000,93,22,0.2365591397849462,113,2
AMZN_USR_20576,2332800,3,290.8900,18.1819046667,226,63,0.2787610619469027,288,4
AMZN_USR_52023,1036800,3,206.9400,34.3233333333,166,41,0.2469879518072289,207,3
AMZN_USR_42960,3628800,1,58.0000,14.5000000000,211,74,0.3507109004739336,284,3
AMZN_USR_30098,950400,2,51.9700,19.4900000000,117,33,0.2820512820512821,150,2
AMZN_USR_25030,3456000,11,777.2100,21.7654545455,122,40,0.3278688524590164,161,2
AMZN_USR_25308,5875200,9,760.3000,24.4377777778,197,56,0.2842639593908629,252,3
AMZN_USR_24667,5702400,6,696.9700,31.0816666667,59,13,0.2203389830508475,71,1
AMZN_USR_18501,864000,4,287.9000,21.4925000000,129,46,0.3565891472868217,170,3
AMZN_USR_50705,5702400,1,167.9600,41.9900000000,18,3,0.1666666666666667,21,1
AMZN_USR_33336,1123200,6,514.4600,27.2483333333,315,103,0.3269841269841270,413,5
AMZN_USR_50635,2246400,4,414.9300,32.2450000000,55,17,0.3090909090909091,72,1
AMZN_USR_19447,864000,6,434.3900,15.6015555000,145,35,0.2413793103448276,178,2
AMZN_USR_27453,3974400,1,167.9600,41.9900000000,51,16,0.3137254901960784,67,2
AMZN_USR_18737,5529600,6,405.9700,17.1654166667,289,103,0.3564013840830450,391,5
AMZN_USR_43102,5356800,1,167.9600,41.9900000000,61,17,0.2786885245901639,78,1
AMZN_USR_25585,4147200,3,241.9200,22.3266666667,73,18,0.2465753424657534,91,2
AMZN_USR_47851,5356800,3,194.5000,24.5000000000,77,26,0.3376623376623377,102,1
AMZN_USR_28517,5961600,2,215.9600,24.7960000000,241,76,0.3153526970954357,316,5
AMZN_USR_32965,4320000,1,162.0000,40.5000000000,"","","","",""
AMZN_USR_43602,2160000,2,301.9300,43.9900000000,54,7,0.1296296296296296,61,1
AMZN_USR_43217,5184000,1,120.0000,30.0000000000,171,50,0.2923976608187135,221,3
AMZN_USR_35498,1036800,2,311.9200,31.1920000000,246,78,0.3170731707317073,320,4
AMZN_USR_26729,1900800,1,52.0000,8.6666670000,115,32,0.2782608695652174,147,3
AMZN_USR_33021,6393600,4,313.9200,28.4925000000,161,50,0.3105590062111801,209,3
AMZN_USR_26737,1555200,4,398.8900,27.7425000000,43,15,0.3488372093023256,58,1
AMZN_USR_44595,6652800,1,80.0000,20.0000000000,150,51,0.3400000000000000,199,3
AMZN_USR_22003,4060800,3,221.9200,24.3233333333,110,44,0.4000000000000000,152,2
AMZN_USR_27401,6825600,1,71.9800,35.9900000000,114,35,0.3070175438596491,148,2
AMZN_USR_47232,5961600,4,245.9700,10.7701785000,100,32,0.3200000000000000,132,2
AMZN_USR_23532,2160000,11,1135.8800,25.1322943636,298,96,0.3221476510067114,391,4
AMZN_USR_36723,4579200,3,198.4700,30.8300000000,72,21,0.2916666666666667,91,1
AMZN_USR_44639,1382400,2,71.4600,6.1995235000,132,37,0.2803030303030303,169,3
AMZN_USR_28187,1728000,2,75.9800,8.8300000000,82,21,0.2560975609756098,103,2
AMZN_USR_37883,6566400,3,561.9200,46.8266666667,182,55,0.3021978021978022,236,4
AMZN_USR_45598,3628800,2,215.9600,18.6400000000,84,26,0.3095238095238095,110,2
AMZN_USR_25213,2419200,1,77.9700,25.9900000000,93,30,0.3225806451612903,122,2
AMZN_USR_38266,8294400,1,49.9900,49.9900000000,139,39,0.2805755395683453,177,2
AMZN_USR_23952,6307200,2,163.9800,30.9950000000,45,17,0.3777777777777778,61,1
AMZN_USR_30614,1728000,1,38.9700,12.9900000000,95,26,0.2736842105263158,121,2
AMZN_USR_50106,5616000,7,745.8300,30.9928571429,64,19,0.2968750000000000,81,2
AMZN_USR_26050,2937600,12,1148.8600,19.9819365000,133,43,0.3233082706766917,175,2
AMZN_USR_32922,3369600,2,171.9500,27.4900000000,71,18,0.2535211267605634,88,2
AMZN_USR_42430,6393600,2,253.9300,37.9900000000,181,62,0.3425414364640884,240,4
AMZN_USR_50963,864000,3,443.9300,24.3259366667,155,41,0.2645161290322581,194,3
AMZN_USR_51349,1728000,5,436.4200,29.4940000000,310,85,0.2741935483870968,393,5
AMZN_USR_31537,1036800,1,83.9800,41.9900000000,123,33,0.2682926829268293,156,3
AMZN_USR_47268,864000,6,701.9100,35.5783333333,93,29,0.3118279569892473,122,2
AMZN_USR_48024,3196800,13,1157.6200,24.4148076923,220,73,0.3318181818181818,293,3
AMZN_USR_42867,8467200,1,99.9800,49.9900000000,116,43,0.3706896551724138,159,1
AMZN_USR_28572,3369600,6,501.9200,24.6633333333,202,65,0.3217821782178218,265,4
AMZN_USR_36074,4492800,3,291.4600,32.1633333333,219,52,0.2374429223744292,271,5
AMZN_USR_48755,6652800,2,220.0000,27.5000000000,123,41,0.3333333333333333,164,3
AMZN_USR_30620,4233600,2,155.9600,31.4950000000,98,25,0.2551020408163265,123,3
AMZN_USR_37622,2764800,1,27.9800,13.9900000000,171,44,0.2573099415204678,212,4
AMZN_USR_35732,5011200,1,155.9600,25.9933330000,229,60,0.2620087336244541,286,5
AMZN_USR_51508,7776000,2,151.4700,25.2450000000,"","","","",""
AMZN_USR_34924,2592000,5,625.9200,23.9515428000,156,45,0.2884615384615385,200,3
AMZN_USR_43935,6048000,2,255.9600,31.9950000000,88,26,0.2954545454545455,111,2
AMZN_USR_26841,5270400,1,26.0000,5.2000000000,100,30,0.3000000000000000,130,2
AMZN_USR_45033,2678400,2,293.9300,42.9900000000,217,47,0.2165898617511521,262,4
AMZN_USR_24280,4579200,4,387.4300,28.1200000000,122,40,0.3278688524590164,159,3
AMZN_USR_27164,5270400,6,454.8100,22.4900000000,202,72,0.3564356435643564,273,5
AMZN_USR_46665,5011200,5,408.8700,25.3920000000,202,57,0.2821782178217822,259,4
AMZN_USR_49334,6825600,3,379.0000,37.6666666667,129,44,0.3410852713178295,170,3
AMZN_USR_21915,2073600,2,179.9800,34.9950000000,111,46,0.4144144144144144,157,2
AMZN_USR_40279,2073600,1,149.9700,24.9950000000,83,24,0.2891566265060241,106,2
AMZN_USR_19930,1987200,1,83.9700,27.9900000000,57,18,0.3157894736842105,74,2
AMZN_USR_27458,8640000,1,80.0000,16.0000000000,124,45,0.3629032258064516,164,2
AMZN_USR_22369,3110400,4,210.4300,12.8746250000,106,26,0.2452830188679245,131,2
AMZN_USR_21592,6652800,1,84.0000,28.0000000000,84,23,0.2738095238095238,107,1
AMZN_USR_20302,1382400,6,451.3900,20.7520635000,221,57,0.2579185520361991,277,5
AMZN_USR_49436,1036800,7,818.8700,22.6745407143,200,53,0.2650000000000000,251,3
AMZN_USR_25538,8294400,1,143.9600,35.9900000000,83,23,0.2771084337349398,105,2
AMZN_USR_27431,5961600,4,258.9300,20.7450000000,154,37,0.2402597402597403,191,2
AMZN_USR_50674,8035200,1,84.0000,28.0000000000,158,45,0.2848101265822785,203,3
AMZN_USR_36702,5702400,3,163.9200,12.8605000000,183,64,0.3497267759562842,245,3
AMZN_USR_43531,5788800,4,270.9400,29.2450000000,160,51,0.3187500000000000,210,2
AMZN_USR_37919,1382400,1,37.9900,37.9900000000,28,6,0.2142857142857143,33,1
AMZN_USR_29724,5788800,7,466.4600,20.3557142857,24,11,0.4583333333333333,35,1
AMZN_USR_18273,8294400,1,60.0000,20.0000000000,62,15,0.2419354838709677,77,2
AMZN_USR_49808,1036800,1,31.9800,15.9900000000,47,10,0.2127659574468085,56,1
AMZN_USR_25681,3024000,4,279.9300,15.8791250000,218,76,0.3486238532110092,294,4
AMZN_USR_30786,4665600,1,111.9600,27.9900000000,153,47,0.3071895424836601,197,3
AMZN_USR_24300,3196800,1,113.9700,37.9900000000,113,46,0.4070796460176991,159,2
AMZN_USR_52086,3196800,2,130.9500,23.4900000000,130,44,0.3384615384615385,172,3
AMZN_USR_23844,950400,4,221.4700,20.6225000000,76,24,0.3157894736842105,100,1
AMZN_USR_22612,950400,1,167.9600,23.9942860000,76,26,0.3421052631578947,101,2
AMZN_USR_48692,1123200,3,255.9700,26.9966666667,267,86,0.3220973782771536,350,4
AMZN_USR_24672,1468800,5,385.9000,26.3940000000,99,30,0.3030303030303030,129,2
AMZN_USR_20571,1296000,5,479.8700,34.1920000000,308,111,0.3603896103896104,417,4
AMZN_USR_43943,2937600,1,121.5000,40.5000000000,127,36,0.2834645669291339,163,2
AMZN_USR_28729,3974400,1,80.0000,20.0000000000,101,28,0.2772277227722772,126,3
AMZN_USR_30777,3542400,3,187.9700,12.9146666667,22,9,0.4090909090909091,31,1
AMZN_USR_51246,3024000,3,206.9800,23.6633333333,232,71,0.3060344827586207,301,4
